molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,mean_standard_value
CHEMBL4474794,CC(=O)N[C@@H](CC(C)C)CN(CC(=O)N[C@@H](Cc1ccccc1)CN(CC(=O)N[C@@H](CCC(=O)O)CN1CC(=O)N[C@@H](Cc2c[nH]c3ccccc23)CN(S(C)(=O)=O)CC(=O)N[C@@H](CCCCN)CN(CC(=O)N[C@@H](CC(C)C)CN(CC(=O)N[C@@H](C)CN(CC(N)=O)S(C)(=O)=O)S(=O)(=O)CC(C)C)S(=O)(=O)CC/C=C/CCCCS1(=O)=O)S(C)(=O)=O)S(=O)(=O)c1ccc(Cl)cc1,IC50,3600.0,nM,3600.0
CHEMBL4463050,CC(C)[C@H](N1C(=O)[C@@H](CC(=O)O)C[C@@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1)S(=O)(=O)C(C)C,IC50,9.1,nM,9.1
CHEMBL4539285,CC[C@H]([C@@H](C)O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,IC50,1.1,nM,1.1
CHEMBL4514512,COc1cc2c(cc1OC(C)C)[C@H](c1ccccc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)cc1)C(=O)C2,IC50,0.8,nM,0.8
CHEMBL4437666,O=C1Nc2cc(Cl)ccc2[C@@]1(Cc1cccc(Cl)c1)Nc1c(F)cccc1F,IC50,1.2,nM,1.2
CHEMBL4546186,CC(C)C[C@H](N[C@H](C(=O)NCc1ccccc1)c1c(C(=O)NO)[nH]c2cc(Cl)ccc12)C(=O)NO,IC50,1.2,nM,1.2
CHEMBL4566706,CC(C)(C)NC(=O)[C@H](c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(Cl)cc1,IC50,400.0,nM,400.0
CHEMBL4447592,CC(C)(C)NC(=O)[C@H](c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(OCc2ccc(Cl)cc2)cc1,IC50,600.0,nM,600.0
CHEMBL2396744,O=C1Nc2ccc(I)cc2C(=O)N([C@@H](C(=O)O)c2ccc(Cl)cc2)[C@H]1c1ccc(Cl)cc1,IC50,490.0,nM,490.0
CHEMBL4548050,CC(C)C1=C(C(=O)N2C[C@H](F)C[C@H]2C(=O)N2CC3(CC3)NC[C@@H]2C)SC2=N[C@@](C)(c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)c(F)c3)N21,IC50,1.2,nM,1.2
CHEMBL4471701,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)NCCOCCOCC(=O)N[C@@H](CCCCN)C(N)=O)[C@@H](C)O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC1=O)[C@@H](C)O,IC50,10.5,nM,10.5
CHEMBL4585112,CC(C)C[C@H](NC(=O)COCCOCCNC(=O)CC[C@@H]1NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H](Cc2ccccc2)NC1=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC1=O)[C@@H](C)O,IC50,24.0,nM,24.0
CHEMBL4534075,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)CC[C@@H]2NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc3ccc4ccccc4c3)NC(=O)[C@@H](Cc3ccccc3)NC2=O)C(N)=O)[C@@H](C)O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC1=O)[C@@H](C)O,IC50,11.9,nM,11.9
CHEMBL4443840,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCCCC[C@H](NC(=O)COCCOCCNC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCCNC(=O)C[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N1)[C@@H](C)O)C(N)=O,IC50,11.9,nM,11.9
CHEMBL4563607,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCCCC[C@H](NC(=O)COCCOCCNC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCCNC(=O)C[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N1)[C@@H](C)O)C(N)=O,IC50,11.9,nM,11.9
CHEMBL4548664,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)CC[C@@H]2NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc3ccc4ccccc4c3)NC(=O)[C@@H](Cc3ccccc3)NC2=O)C(N)=O)[C@@H](C)O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC1=O)[C@@H](C)O,IC50,20000.0,nM,20000.0
CHEMBL2381408,CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2CC[C@H](O)CC2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,IC50,100.0,nM,100.0
CHEMBL4744920,CC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)CN(CC(=O)N[C@H]1CCC(=O)NCCCC[C@@H](CN(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)CN(CC(=O)N[C@@H](C)C(N)=O)S(C)(=O)=O)S(=O)(=O)CC(C)C)NC(=O)[C@H](C)NC(=O)CN(S(=O)(=O)c2ccc3ccccc3c2)C[C@H](Cc2ccc(O)cc2)NC1=O)S(C)(=O)=O)[C@@H](C)O,IC50,11700.0,nM,11700.0
CHEMBL4788734,CC(C)C[C@H](NC(=O)CN(C[C@@H]1CCCCNC(=O)CC[C@H](NC(=O)CN(C[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CCc2ccccc2)[C@@H](C)O)S(C)(=O)=O)C(=O)N[C@@H](Cc2ccc(O)cc2)CN(S(=O)(=O)c2ccc3ccccc3c2)CC(=O)N[C@@H](C)C(=O)N1)S(=O)(=O)CC(C)C)C(=O)N[C@@H](CO)CN(CC(=O)N[C@@H](C)C(N)=O)S(C)(=O)=O,IC50,9400.0,nM,9400.0
CHEMBL4761727,CC(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)CN(CC(=O)N[C@H]1CCC(=O)NCCCC[C@@H](CN(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)CN(CC(=O)N[C@@H](C)C(N)=O)S(C)(=O)=O)S(=O)(=O)CC(C)C)NC(=O)[C@H](C)NC(=O)CN(S(=O)(=O)c2ccc3ccccc3c2)C[C@H](Cc2ccc(O)cc2)NC1=O)S(C)(=O)=O)[C@@H](C)O,IC50,4900.0,nM,4900.0
CHEMBL4789298,CC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)CN(CC(=O)N[C@H]1CCC(=O)NCCCC[C@@H](CN(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)CN(CC(=O)N[C@@H](C)C(N)=O)S(C)(=O)=O)S(C)(=O)=O)NC(=O)[C@H](C)NC(=O)CN(S(=O)(=O)c2ccc3ccccc3c2)C[C@H](Cc2ccc(O)cc2)NC1=O)S(C)(=O)=O)[C@@H](C)O,IC50,9000.0,nM,9000.0
CHEMBL5204846,Cc1c(Cl)ccc2cc(/C=C3\NC(=O)N(C(C(=O)NC(CO)CO)c4ccc(F)c(F)c4)C3=O)[nH]c12,IC50,17.3,nM,17.3
CHEMBL5182359,CC(C)(C)Oc1cc(C(=O)CC(N)=O)ccc1C1=N[C@@H](c2ccc(C(=O)O)cc2)[C@@H](c2c[nH]c3ccc(Cl)cc23)N1C(=O)N1CCNC(=O)C1,IC50,6.0,nM,6.0
CHEMBL5199785,COc1cc(Cc2c(-c3ccn(S(=O)(=O)c4ccccc4)c3)[nH]c3ccccc23)cc(O)c1OC,IC50,10.6,nM,10.6
CHEMBL5171791,CN1CCC(=O)NCCSCCS(=O)(=O)CCN(Cc2ccc(C#N)cc2)CC(=O)N[C@@H](Cc2cc3ccc(Cl)cc3[nH]2)C1=O,IC50,600.0,nM,600.0
CHEMBL5199202,CC(=O)NC(CCCCN)C(=O)NCCCCCC(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@]1(C)CCCCCC/C=C/CCC[C@@](C)(C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC1=O)[C@@H](C)O,IC50,2.8,nM,2.8
CHEMBL5171373,CC(=O)NC(CCCCNC(=O)c1cccc(I)c1)C(=O)NCCCCCC(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@]1(C)CCCCCC/C=C/CCC[C@@](C)(C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC1=O)[C@@H](C)O,IC50,6.3,nM,6.3
CHEMBL5200711,CC(=O)NC(CCCCNC(=O)c1cccc([127I])c1)C(=O)NCCCCCC(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@]1(C)CCCCCC/C=C/CCC[C@@](C)(C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC1=O)[C@@H](C)O,IC50,48.5,nM,48.5
CHEMBL5172740,CCOC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)C(=O)c1c(-c2ccccc2)[nH]c2ccccc12,IC50,11.65,nM,11.65
CHEMBL5169788,CC(C)C[C@H](NC(=O)C(=O)c1c(-c2ccccc2)[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)O,IC50,202.0,nM,202.0
CHEMBL5179024,CCOC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)C(=O)c1c(-c2ccccc2)[nH]c2ccc(N=C=S)cc12,IC50,6.81,nM,6.81
CHEMBL5196857,COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,IC50,6.0,nM,6.0
CHEMBL5206050,COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N([C@@H](C)c2cccc(Cl)c2)C3=O)c(OC)n1,IC50,9.0,nM,9.0
CHEMBL5180980,C[C@@H](c1ccc(Cl)cc1Cl)n1cnc(-c2ccccc2)c1-c1c(C(=O)Nc2cc(C(=O)O)ccc2N2CCC(N3CCCOC3=O)CC2)[nH]c2cc(Cl)ccc12,IC50,0.1,nM,0.1
CHEMBL5290323,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@]1(C)CCCCCC/C=C/CCC[C@@](C)(C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(N)=O)NC(=O)[C@H](CC2CCC2)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC1=O)[C@@H](C)O,IC50,0.9,nM,0.9
CHEMBL3347578,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@@H](N)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)O,IC50,20.0,nM,20.0
CHEMBL5273706,CC(C)C[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)O)[C@@H](C)O)[C@@H](C)O,IC50,44.0,nM,44.0
CHEMBL5267044,Cc1c(Cl)ccc2c(/C=C3\NC(=O)N(Cc4ccc(F)c(F)c4)C3=O)c[nH]c12,IC50,33.0,nM,32.0
CHEMBL5267194,COc1cccc2c(C(=O)N[C@H]3CCN(c4ccc(C)cc4)C3)c[nH]c12,IC50,50000.0,nM,50000.0
CHEMBL5395151,CC(C)[C@@H]1NC(=O)Cn2cc(nn2)C[C@@H](C(N)=O)NC(=O)[C@@H]2C[C@@H](CN2C(=O)c2ccccc2)NC(=O)[C@H](Cc2cccc(C(F)(F)F)c2)NC(=O)[C@@H](C(C)C)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,IC50,43.0,nM,43.0
CHEMBL5410760,CC(C)[C@@H]1NC(=O)Cn2cc(nn2)C[C@H](C(N)=O)NC(=O)[C@@H]2C[C@@H](CN2C(=O)c2ccccc2)NC(=O)[C@H](Cc2cccc(C(F)(F)F)c2)NC(=O)[C@@H](C(C)C)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,IC50,9.0,nM,9.0
CHEMBL5434688,CC[C@H](C)[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)Cn2cc(nn2)CC(C(N)=O)NC(=O)[C@@H](Cc2ccsc2)NC(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)C[C@@H](C(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(=O)O)NC1=O,IC50,8100.0,nM,8100.0
CHEMBL5425065,CC(C)[C@@H]1NC(=O)Cn2cc(nn2)CC(C(N)=O)NC(=O)[C@@H]2C[C@@H](CN2C(=O)c2ccccc2)NC(=O)[C@H](Cc2cccc(C(F)(F)F)c2)NC(=O)[C@@H](C(C)C)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,IC50,90.0,nM,90.0
CHEMBL5314455,Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,IC50,2.0,nM,2.0
CHEMBL5593446,CCOC(=O)C1=NN(C2CCCCC2)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,IC50,20.0,nM,20.0
CHEMBL5592473,CCOC(=O)C1=NN(c2ccc(Cl)cc2)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,IC50,70.0,nM,70.0
CHEMBL5591432,O=C(Nc1cccc(-n2ccc(-c3ccccc3)n2)c1)C1=NN(c2ccc(Cl)cc2)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(O)c1,IC50,30.0,nM,30.0
CHEMBL5583623,O=C(Nc1cccc(-n2cccn2)c1)C1=NN(c2ccc(Cl)cc2)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(O)c1,IC50,40.0,nM,40.0
CHEMBL5596017,COc1cc(Cc2c(-c3ccccc3)[nH]c3cc(C)ccc23)cc(OC)c1OC,IC50,300.0,nM,300.0
CHEMBL2313485,COc1cc(C(O)c2c(-c3cc[nH]c3)[nH]c3ccccc23)cc(OC)c1OC,IC50,90.0,nM,90.0
CHEMBL2313487,COc1cc(Cc2c(-c3ccn(S(=O)(=O)c4ccccc4)c3)[nH]c3ccccc23)cc(OC)c1OC,IC50,10.0,nM,10.0
CHEMBL5593501,COc1cccc2c1NCC2C(=O)N[C@H]1CCN(c2ccc(C)cc2)C1,IC50,50000.0,nM,50000.0
CHEMBL3774508,CC(C)C(=O)Nc1ccccc1SC(=O)C(C)C,IC50,13100.0,nM,13100.0
CHEMBL5892214,Cc1cccc(-c2nc3nc(C(=O)O)nc(N(C)CC(C)(C)C)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,899.2,nM,899.2
CHEMBL5876687,CCCCN(C)c1nc(C(=O)O)nc2nc(-c3cccc(C)c3)n(Cc3ccc(C(F)(F)F)cc3)c12,IC50,833.7,nM,833.7
CHEMBL6064604,Cc1cccc(-c2nc3nc(C(=O)O)nc(N4CCCC4C(C)C)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,722.9,nM,722.9
CHEMBL6001656,CCCC1CCCN1c1nc(C(=O)O)nc2nc(-c3cccc(C)c3)n(Cc3ccc(C(F)(F)F)cc3)c12,IC50,754.2,nM,754.2
CHEMBL5748341,CCC(C)CN(C)c1nc(C(=O)O)nc2nc(-c3cccc(C)c3)n(Cc3ccc(C(F)(F)F)cc3)c12,IC50,729.9,nM,729.9
CHEMBL5859863,CCCCCN(C)c1nc(C(=O)O)nc2nc(-c3cccc(C)c3)n(Cc3ccc(C(F)(F)F)cc3)c12,IC50,731.2,nM,731.2
CHEMBL5909000,Cc1cccc(-c2nc3nc(C(=O)O)nc(N4CCCC4C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,352.1,nM,352.1
CHEMBL5782626,Cc1cccc(-c2nc3nc(C(=O)O)nc(N4CCC4C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,805.6,nM,805.6
CHEMBL3108932,CCCCNC(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,IC50,10000.0,nM,10000.0
CHEMBL3108933,CCN(CC)C(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,IC50,10000.0,nM,10000.0
CHEMBL3108934,CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1OC[C@@H](NC(=O)/C=C\[C@H](C)OC(=O)NC(C)(C)C)CO1,IC50,7300.0,nM,7300.0
CHEMBL3108935,CCCN(C)C(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,IC50,3200.0,nM,3200.0
CHEMBL3108936,COCCNC(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,IC50,10000.0,nM,10000.0
CHEMBL3108937,CCCCN(C)C(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,IC50,3200.0,nM,3200.0
CHEMBL3108938,CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1OC[C@@H](NC(=O)/C=C\[C@H](C)OC(=O)N(C)C(C)C)CO1,IC50,3400.0,nM,3400.0
CHEMBL3108939,CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1OC[C@@H](NC(=O)/C=C\[C@H](C)OC(=O)N(C)C(C)(C)C)CO1,IC50,2700.0,nM,2700.0
CHEMBL3108944,CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1OC[C@@H](NC(=O)/C=C\[C@H](C)OC(=O)N(C)C)CO1,IC50,4400.0,nM,4400.0
CHEMBL3108945,CNC(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,IC50,10000.0,nM,10000.0
CHEMBL3108946,CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1OC[C@@H](NC(=O)/C=C\[C@H](C)OC(N)=O)CO1,IC50,10000.0,nM,10000.0
CHEMBL5855113,C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(N(C)C)ccc3OC(F)(F)F)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,IC50,11.44,nM,11.44
CHEMBL5879488,CCc1ccc(Cl)c(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,23.75,nM,23.75
CHEMBL5796860,CC(C)c1ccc(OC(F)(F)F)c(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)c(F)c2)c1,IC50,15.25,nM,15.25
CHEMBL5765482,CC(C)c1cc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)ccn1,IC50,58.76,nM,58.76
CHEMBL5997167,C=C(C)c1cc(C)nc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,50.18,nM,50.18
CHEMBL5981818,CC(C)c1ccnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(Cl)c(F)c2)c1,IC50,2.793,nM,2.793
CHEMBL5093756,CC(C)c1ccnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)s2)c1,IC50,26.95,nM,26.95
CHEMBL6034972,C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(C(O)c4ccccc4)ccn3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,IC50,20.05,nM,20.05
CHEMBL5803922,C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(Cc4ccccc4)ccn3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,IC50,37.35,nM,37.35
CHEMBL5820714,CC(C)c1cc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)ncc1F,IC50,3.958,nM,3.958
CHEMBL5928735,CC(C)c1ccc(O)c(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,50.33,nM,50.33
CHEMBL5938993,CCOc1ccc(C(C)C)cc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,IC50,29.43,nM,29.43
CHEMBL5939658,CC(C)c1ccnc(-c2nc3nc(C(=O)O)nc(N(C)[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)c(F)c2)c1,IC50,157.7,nM,157.7
CHEMBL5886001,CCC(C)c1ccnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,3.647,nM,3.4855
CHEMBL5978050,C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3ccccn3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,IC50,25.32,nM,25.32
CHEMBL5961331,Cc1ccnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,12.72,nM,12.72
CHEMBL5856156,Cc1cccnc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,IC50,45.66,nM,45.66
